DELTA_F_15_X,DELTA_F_15_Y,DELTA_F_60_X,DELTA_F_60_Y
0.1,0.008152173913043487,0.10068493150684932,0.0625
0.12534246575342467,0.010326086956521735,0.12602739726027395,0.08043478260869566
0.1506849315068493,0.012499999999999983,0.1506849315068493,0.09782608695652173
0.17534246575342466,0.015217391304347822,0.17602739726027394,0.11630434782608698
0.19999999999999998,0.01739130434782607,0.20068493150684932,0.13532608695652176
0.2253424657534246,0.02065217391304347,0.2253424657534246,0.1548913043478261
0.24931506849315066,0.02282608695652172,0.24999999999999994,0.17608695652173917
0.27397260273972596,0.02608695652173912,0.27397260273972596,0.1972826086956522
0.3,0.02989130434782608,0.3,0.21956521739130438
